KEGG	Genes
ko04152	Mhon_006286
ko04211	Mhon_006286
ko04261	Mhon_006286
ko04668	Mhon_006286
ko04714	Mhon_006286
ko04725	Mhon_006286
ko04728	Mhon_006286
ko04911	Mhon_006286
ko04915	Mhon_006286
ko04916	Mhon_006286
ko04918	Mhon_006286
ko04922	Mhon_006286
ko04925	Mhon_006286
ko04926	Mhon_006286
ko04927	Mhon_006286
ko04931	Mhon_006286
ko04934	Mhon_006286
ko04962	Mhon_006286
ko05016	Mhon_006286
ko05030	Mhon_006286
ko05031	Mhon_006286
ko05034	Mhon_006286
ko05161	Mhon_006286
ko05165	Mhon_006286
ko05203	Mhon_006286
ko05215	Mhon_006286
ko03008	Mhon_006287
ko04340	Mhon_006293
ko04341	Mhon_006293
ko04145	Mhon_006295
ko04151	Mhon_006295
ko04510	Mhon_006295
ko04512	Mhon_006295
ko05144	Mhon_006295
ko05165	Mhon_006295
ko03010	Mhon_006299
ko04064	Mhon_006302
ko04620	Mhon_006302
ko04621	Mhon_006302
ko04622	Mhon_006302
ko04657	Mhon_006302
ko04668	Mhon_006302
ko05160	Mhon_006302
ko05165	Mhon_006302
ko05167	Mhon_006302
ko05168	Mhon_006302
ko05169	Mhon_006302
ko05200	Mhon_006302
ko05203	Mhon_006302
ko05222	Mhon_006302
ko04064	Mhon_006304
ko04214	Mhon_006304
ko04620	Mhon_006304
ko04621	Mhon_006304
ko04622	Mhon_006304
ko04657	Mhon_006304
ko04668	Mhon_006304
ko05160	Mhon_006304
ko05165	Mhon_006304
ko05167	Mhon_006304
ko05168	Mhon_006304
ko05169	Mhon_006304
ko05200	Mhon_006304
ko05203	Mhon_006304
ko05222	Mhon_006304
ko04514	Mhon_006305
ko05144	Mhon_006305
ko05150	Mhon_006305
ko00563	Mhon_006310
ko01100	Mhon_006310
ko04550	Mhon_006314
ko04260	Mhon_006339
ko04261	Mhon_006339
ko05206	Mhon_006339
ko05410	Mhon_006339
ko05414	Mhon_006339
ko00230	Mhon_006345
ko01100	Mhon_006345
ko05340	Mhon_006345
ko00900	Mhon_006375
ko01130	Mhon_006375
ko03010	Mhon_006384
ko03010	Mhon_006387
ko04921	Mhon_006390
ko04925	Mhon_006390
ko04020	Mhon_006393
ko04024	Mhon_006393
ko04211	Mhon_006393
ko04371	Mhon_006393
ko04380	Mhon_006393
ko04720	Mhon_006393
ko04722	Mhon_006393
ko04725	Mhon_006393
ko04921	Mhon_006393
ko04925	Mhon_006393
ko05031	Mhon_006393
ko05034	Mhon_006393
ko04530	Mhon_006398
ko04120	Mhon_006399
ko04120	Mhon_006400
ko04120	Mhon_006401
ko04120	Mhon_006402
ko04120	Mhon_006407
ko04970	Mhon_006410
ko04010	Mhon_006423
ko04540	Mhon_006423
ko04722	Mhon_006423
ko04921	Mhon_006423
ko05418	Mhon_006423
ko00190	Mhon_006443
ko01100	Mhon_006443
ko04714	Mhon_006443
ko04723	Mhon_006443
ko04932	Mhon_006443
ko05010	Mhon_006443
ko05012	Mhon_006443
ko05016	Mhon_006443
ko05410	Mhon_006444
ko05414	Mhon_006444
ko00190	Mhon_006445
ko01100	Mhon_006445
ko04714	Mhon_006445
ko04723	Mhon_006445
ko04932	Mhon_006445
ko05010	Mhon_006445
ko05012	Mhon_006445
ko05016	Mhon_006445
ko05410	Mhon_006446
ko05414	Mhon_006446
ko04080	Mhon_006448
ko04926	Mhon_006448
ko05202	Mhon_006482
ko05202	Mhon_006483
ko05202	Mhon_006485
ko00910	Mhon_006487
ko00910	Mhon_006490
ko03460	Mhon_006500
ko04212	Mhon_006500
ko04064	Mhon_006512
ko04620	Mhon_006512
ko04621	Mhon_006512
ko04622	Mhon_006512
ko04657	Mhon_006512
ko04668	Mhon_006512
ko05160	Mhon_006512
ko05165	Mhon_006512
ko05167	Mhon_006512
ko05168	Mhon_006512
ko05169	Mhon_006512
ko05200	Mhon_006512
ko05203	Mhon_006512
ko05222	Mhon_006512
ko03008	Mhon_006513
ko00510	Mhon_006540
ko00513	Mhon_006540
ko01100	Mhon_006540
ko04130	Mhon_006565
ko04919	Mhon_006573
ko03320	Mhon_006582
ko04146	Mhon_006582
ko04931	Mhon_006582
ko04120	Mhon_006590
ko00970	Mhon_006600
ko00010	Mhon_006625
ko00053	Mhon_006625
ko00071	Mhon_006625
ko00280	Mhon_006625
ko00310	Mhon_006625
ko00330	Mhon_006625
ko00340	Mhon_006625
ko00380	Mhon_006625
ko00410	Mhon_006625
ko00561	Mhon_006625
ko00620	Mhon_006625
ko00625	Mhon_006625
ko00830	Mhon_006625
ko00903	Mhon_006625
ko00981	Mhon_006625
ko01100	Mhon_006625
ko01110	Mhon_006625
ko01120	Mhon_006625
ko01130	Mhon_006625
ko00010	Mhon_006626
ko00053	Mhon_006626
ko00071	Mhon_006626
ko00280	Mhon_006626
ko00310	Mhon_006626
ko00330	Mhon_006626
ko00340	Mhon_006626
ko00380	Mhon_006626
ko00410	Mhon_006626
ko00561	Mhon_006626
ko00620	Mhon_006626
ko00625	Mhon_006626
ko00830	Mhon_006626
ko00903	Mhon_006626
ko00981	Mhon_006626
ko01100	Mhon_006626
ko01110	Mhon_006626
ko01120	Mhon_006626
ko01130	Mhon_006626
ko00510	Mhon_006637
ko01100	Mhon_006637
ko04919	Mhon_006639
ko04014	Mhon_006642
ko04062	Mhon_006642
ko04151	Mhon_006642
ko04371	Mhon_006642
ko04713	Mhon_006642
ko04723	Mhon_006642
ko04724	Mhon_006642
ko04725	Mhon_006642
ko04726	Mhon_006642
ko04727	Mhon_006642
ko04728	Mhon_006642
ko04926	Mhon_006642
ko05032	Mhon_006642
ko05034	Mhon_006642
ko05167	Mhon_006642
ko05200	Mhon_006642
ko04112	Mhon_006644
ko00511	Mhon_006655
ko00600	Mhon_006655
ko01100	Mhon_006655
ko00515	Mhon_006657
ko00532	Mhon_006657
ko00534	Mhon_006657
ko01100	Mhon_006657
ko00280	Mhon_006659
ko00640	Mhon_006659
ko01100	Mhon_006659
ko01110	Mhon_006659
ko01130	Mhon_006659
ko00901	Mhon_006660
ko01100	Mhon_006660
ko01110	Mhon_006660
ko01523	Mhon_006662
ko04015	Mhon_006664
ko04925	Mhon_006664
ko00120	Mhon_006666
ko01100	Mhon_006666
ko04146	Mhon_006666
ko00120	Mhon_006677
ko00260	Mhon_006678
ko00310	Mhon_006678
ko01100	Mhon_006678
ko04146	Mhon_006678
ko00260	Mhon_006679
ko00310	Mhon_006679
ko01100	Mhon_006679
ko04146	Mhon_006679
ko00970	Mhon_006680
ko05231	Mhon_006685
ko03410	Mhon_006687
ko04970	Mhon_006693
ko04972	Mhon_006693
ko05110	Mhon_006693
ko04976	Mhon_006731
ko04976	Mhon_006732
ko04141	Mhon_006745
ko04144	Mhon_006747
ko00513	Mhon_006750
ko01100	Mhon_006750
ko05202	Mhon_006751
ko00380	Mhon_006752
ko01100	Mhon_006752
ko02010	Mhon_006753
ko04212	Mhon_006753
ko03050	Mhon_006756
ko05165	Mhon_006756
ko05169	Mhon_006756
ko05203	Mhon_006756
ko00564	Mhon_006757
ko00565	Mhon_006757
ko00590	Mhon_006757
ko00591	Mhon_006757
ko00592	Mhon_006757
ko01100	Mhon_006757
ko01110	Mhon_006757
ko04977	Mhon_006757
ko03015	Mhon_006775
ko04530	Mhon_006775
ko05203	Mhon_006777
ko03040	Mhon_006784
ko05168	Mhon_006784
ko03040	Mhon_006787
ko05168	Mhon_006787
ko05166	Mhon_006791
ko00230	Mhon_006792
ko00240	Mhon_006792
ko01100	Mhon_006792
ko03020	Mhon_006792
ko04623	Mhon_006792
ko05169	Mhon_006792
ko04714	Mhon_006793
ko05134	Mhon_006795
ko00040	Mhon_006813
ko00051	Mhon_006813
ko01100	Mhon_006813
ko03010	Mhon_006833
ko01521	Mhon_006834
ko01522	Mhon_006834
ko04010	Mhon_006834
ko04012	Mhon_006834
ko04013	Mhon_006834
ko04014	Mhon_006834
ko04015	Mhon_006834
ko04022	Mhon_006834
ko04024	Mhon_006834
ko04062	Mhon_006834
ko04066	Mhon_006834
ko04068	Mhon_006834
ko04071	Mhon_006834
ko04072	Mhon_006834
ko04114	Mhon_006834
ko04140	Mhon_006834
ko04150	Mhon_006834
ko04151	Mhon_006834
ko04210	Mhon_006834
ko04218	Mhon_006834
ko04270	Mhon_006834
ko04320	Mhon_006834
ko04370	Mhon_006834
ko04371	Mhon_006834
ko04380	Mhon_006834
ko04510	Mhon_006834
ko04540	Mhon_006834
ko04550	Mhon_006834
ko04620	Mhon_006834
ko04626	Mhon_006834
ko04650	Mhon_006834
ko04660	Mhon_006834
ko04662	Mhon_006834
ko04664	Mhon_006834
ko04666	Mhon_006834
ko04668	Mhon_006834
ko04720	Mhon_006834
ko04722	Mhon_006834
ko04725	Mhon_006834
ko04726	Mhon_006834
ko04730	Mhon_006834
ko04810	Mhon_006834
ko04910	Mhon_006834
ko04912	Mhon_006834
ko04914	Mhon_006834
ko04915	Mhon_006834
ko04916	Mhon_006834
ko04917	Mhon_006834
ko04919	Mhon_006834
ko04921	Mhon_006834
ko04926	Mhon_006834
ko04934	Mhon_006834
ko05020	Mhon_006834
ko05034	Mhon_006834
ko05161	Mhon_006834
ko05164	Mhon_006834
ko05165	Mhon_006834
ko05167	Mhon_006834
ko05200	Mhon_006834
ko05205	Mhon_006834
ko05206	Mhon_006834
ko05210	Mhon_006834
ko05211	Mhon_006834
ko05212	Mhon_006834
ko05213	Mhon_006834
ko05214	Mhon_006834
ko05215	Mhon_006834
ko05216	Mhon_006834
ko05218	Mhon_006834
ko05219	Mhon_006834
ko05220	Mhon_006834
ko05221	Mhon_006834
ko05223	Mhon_006834
ko05224	Mhon_006834
ko05225	Mhon_006834
ko05226	Mhon_006834
ko05230	Mhon_006834
ko05231	Mhon_006834
ko04212	Mhon_006850
ko04213	Mhon_006850
ko04950	Mhon_006850
ko01524	Mhon_006866
ko03460	Mhon_006866
ko04212	Mhon_006869
ko04922	Mhon_006869
ko04721	Mhon_006885
ko04911	Mhon_006885
ko04721	Mhon_006889
ko04911	Mhon_006889
ko00230	Mhon_006909
ko00730	Mhon_006909
ko01100	Mhon_006909
ko05164	Mhon_006911
ko04142	Mhon_006912
ko04210	Mhon_006912
ko04970	Mhon_006913
ko04120	Mhon_006915
ko04141	Mhon_006915
ko00900	Mhon_006916
ko01130	Mhon_006916
ko04010	Mhon_006917
ko05200	Mhon_006917
ko05202	Mhon_006917
ko05222	Mhon_006917
ko04010	Mhon_006941
ko04011	Mhon_006941
ko04014	Mhon_006941
ko04015	Mhon_006941
ko04062	Mhon_006941
ko04144	Mhon_006941
ko04360	Mhon_006941
ko04370	Mhon_006941
ko04510	Mhon_006941
ko04520	Mhon_006941
ko04530	Mhon_006941
ko04660	Mhon_006941
ko04666	Mhon_006941
ko04670	Mhon_006941
ko04722	Mhon_006941
ko04810	Mhon_006941
ko04912	Mhon_006941
ko04932	Mhon_006941
ko04933	Mhon_006941
ko05100	Mhon_006941
ko05120	Mhon_006941
ko05130	Mhon_006941
ko05131	Mhon_006941
ko05132	Mhon_006941
ko05165	Mhon_006941
ko05200	Mhon_006941
ko05203	Mhon_006941
ko05205	Mhon_006941
ko05211	Mhon_006941
ko05212	Mhon_006941
ko04010	Mhon_006943
ko04011	Mhon_006943
ko04014	Mhon_006943
ko04015	Mhon_006943
ko04062	Mhon_006943
ko04144	Mhon_006943
ko04360	Mhon_006943
ko04370	Mhon_006943
ko04510	Mhon_006943
ko04520	Mhon_006943
ko04530	Mhon_006943
ko04660	Mhon_006943
ko04666	Mhon_006943
ko04670	Mhon_006943
ko04722	Mhon_006943
ko04810	Mhon_006943
ko04912	Mhon_006943
ko04932	Mhon_006943
ko04933	Mhon_006943
ko05100	Mhon_006943
ko05120	Mhon_006943
ko05130	Mhon_006943
ko05131	Mhon_006943
ko05132	Mhon_006943
ko05165	Mhon_006943
ko05200	Mhon_006943
ko05203	Mhon_006943
ko05205	Mhon_006943
ko05211	Mhon_006943
ko05212	Mhon_006943
ko05166	Mhon_006968
ko04111	Mhon_006980
ko04218	Mhon_006981
ko00830	Mhon_006984
ko01100	Mhon_006984
ko04146	Mhon_006984
ko00240	Mhon_006985
ko00983	Mhon_006985
ko01100	Mhon_006985
ko04111	Mhon_006991
ko05200	Mhon_006991
ko05222	Mhon_006991
ko05231	Mhon_006994
ko05231	Mhon_007000
ko05231	Mhon_007001
ko04010	Mhon_007018
ko04014	Mhon_007018
ko04151	Mhon_007018
ko04722	Mhon_007018
ko05034	Mhon_007018
ko04010	Mhon_007020
ko04014	Mhon_007020
ko04151	Mhon_007020
ko04722	Mhon_007020
ko05034	Mhon_007020
ko04931	Mhon_007023
ko04932	Mhon_007023
ko04120	Mhon_007027
ko04530	Mhon_007028
ko00330	Mhon_007032
ko04530	Mhon_007033
ko04120	Mhon_007034
ko00330	Mhon_007036
ko00330	Mhon_007037
ko04020	Mhon_007038
ko04022	Mhon_007038
ko04371	Mhon_007038
ko04740	Mhon_007038
ko04974	Mhon_007038
ko04020	Mhon_007039
ko04022	Mhon_007039
ko04371	Mhon_007039
ko04740	Mhon_007039
ko04974	Mhon_007039
ko04130	Mhon_007046
ko04138	Mhon_007046
ko04140	Mhon_007047
ko00520	Mhon_007050
ko00520	Mhon_007052
ko00532	Mhon_007070
ko00534	Mhon_007070
ko01100	Mhon_007070
ko03040	Mhon_007070
ko05168	Mhon_007070
ko05203	Mhon_007070
ko05206	Mhon_007070
ko04520	Mhon_007073
ko04810	Mhon_007073
ko05205	Mhon_007073
ko04520	Mhon_007078
ko04810	Mhon_007078
ko05205	Mhon_007078
ko04520	Mhon_007079
ko04810	Mhon_007079
ko05205	Mhon_007079
ko04520	Mhon_007086
ko04810	Mhon_007086
ko05205	Mhon_007086
ko03008	Mhon_007089
ko04010	Mhon_007089
ko04014	Mhon_007089
ko04510	Mhon_007089
ko04360	Mhon_007091
ko04130	Mhon_007095
ko04150	Mhon_007098
ko04310	Mhon_007098
ko04360	Mhon_007098
ko04390	Mhon_007098
ko04550	Mhon_007098
ko04916	Mhon_007098
ko04919	Mhon_007098
ko04934	Mhon_007098
ko05165	Mhon_007098
ko05166	Mhon_007098
ko05200	Mhon_007098
ko05205	Mhon_007098
ko05217	Mhon_007098
ko05224	Mhon_007098
ko05225	Mhon_007098
ko05226	Mhon_007098
ko05164	Mhon_007111
ko03010	Mhon_007112
ko05166	Mhon_007126
ko00120	Mhon_007127
ko01100	Mhon_007127
ko04146	Mhon_007127
ko00130	Mhon_007134
ko00360	Mhon_007134
ko00940	Mhon_007134
ko01100	Mhon_007134
ko01110	Mhon_007134
ko04120	Mhon_007141
ko00790	Mhon_007153
ko01523	Mhon_007153
ko04390	Mhon_007155
ko04391	Mhon_007155
ko04392	Mhon_007155
ko04390	Mhon_007164
ko04391	Mhon_007164
ko04392	Mhon_007164
ko00030	Mhon_007167
ko04022	Mhon_007168
ko04071	Mhon_007168
ko04270	Mhon_007168
ko04371	Mhon_007168
ko04530	Mhon_007168
ko04666	Mhon_007168
ko04750	Mhon_007168
ko04925	Mhon_007168
ko04930	Mhon_007168
ko04931	Mhon_007168
ko04933	Mhon_007168
ko05206	Mhon_007168
ko00062	Mhon_007170
ko01040	Mhon_007170
ko01110	Mhon_007170
ko01212	Mhon_007170
ko03060	Mhon_007174
ko04010	Mhon_007186
ko04014	Mhon_007186
ko04015	Mhon_007186
ko04066	Mhon_007186
ko04151	Mhon_007186
ko04970	Mhon_007186
ko05167	Mhon_007186
ko04360	Mhon_007197
ko04810	Mhon_007197
ko04512	Mhon_007200
ko03040	Mhon_007201
ko04015	Mhon_007203
ko04020	Mhon_007203
ko04024	Mhon_007203
ko04080	Mhon_007203
ko04270	Mhon_007203
ko05012	Mhon_007203
ko05034	Mhon_007203
ko04015	Mhon_007205
ko04024	Mhon_007205
ko04072	Mhon_007205
ko04261	Mhon_007205
ko04670	Mhon_007205
ko04911	Mhon_007205
ko04015	Mhon_007206
ko04024	Mhon_007206
ko04072	Mhon_007206
ko04261	Mhon_007206
ko04670	Mhon_007206
ko04911	Mhon_007206
ko04010	Mhon_007212
ko04014	Mhon_007212
ko04015	Mhon_007212
ko04022	Mhon_007212
ko04066	Mhon_007212
ko04068	Mhon_007212
ko04072	Mhon_007212
ko04150	Mhon_007212
ko04151	Mhon_007212
ko04152	Mhon_007212
ko04211	Mhon_007212
ko04212	Mhon_007212
ko04213	Mhon_007212
ko04520	Mhon_007212
ko04910	Mhon_007212
ko04913	Mhon_007212
ko04923	Mhon_007212
ko04930	Mhon_007212
ko04931	Mhon_007212
ko04932	Mhon_007212
ko04960	Mhon_007212
ko04659	Mhon_007258
ko04710	Mhon_007258
ko05321	Mhon_007258
ko00140	Mhon_007261
ko00590	Mhon_007261
ko00591	Mhon_007261
ko01100	Mhon_007261
ko04212	Mhon_007261
ko04726	Mhon_007261
ko04750	Mhon_007261
ko04913	Mhon_007261
ko04120	Mhon_007262
ko00140	Mhon_007263
ko00590	Mhon_007263
ko00591	Mhon_007263
ko01100	Mhon_007263
ko04212	Mhon_007263
ko04726	Mhon_007263
ko04750	Mhon_007263
ko04913	Mhon_007263
ko00140	Mhon_007264
ko00590	Mhon_007264
ko00591	Mhon_007264
ko01100	Mhon_007264
ko04212	Mhon_007264
ko04726	Mhon_007264
ko04750	Mhon_007264
ko04913	Mhon_007264
ko04120	Mhon_007268
ko03008	Mhon_007271
ko00020	Mhon_007272
ko00620	Mhon_007272
ko00720	Mhon_007272
ko01100	Mhon_007272
ko01120	Mhon_007272
ko01200	Mhon_007272
ko01230	Mhon_007272
ko03022	Mhon_007273
ko05168	Mhon_007273
ko04141	Mhon_007304
ko04020	Mhon_007314
ko04024	Mhon_007314
ko04080	Mhon_007314
ko04151	Mhon_007314
ko04725	Mhon_007314
ko04742	Mhon_007314
ko04810	Mhon_007314
ko04911	Mhon_007314
ko04970	Mhon_007314
ko04971	Mhon_007314
ko04972	Mhon_007314
ko03430	Mhon_007315
ko00072	Mhon_007317
ko00650	Mhon_007317
ko01100	Mhon_007317
ko00072	Mhon_007318
ko00650	Mhon_007318
ko01100	Mhon_007318
ko04742	Mhon_007343
ko04742	Mhon_007344
ko00590	Mhon_007349
ko01100	Mhon_007349
ko04664	Mhon_007349
ko04726	Mhon_007349
ko04913	Mhon_007349
ko05145	Mhon_007349
ko00590	Mhon_007350
ko01100	Mhon_007350
ko04664	Mhon_007350
ko04726	Mhon_007350
ko04913	Mhon_007350
ko05145	Mhon_007350
ko00590	Mhon_007351
ko01100	Mhon_007351
ko04664	Mhon_007351
ko04726	Mhon_007351
ko04913	Mhon_007351
ko05145	Mhon_007351
ko00590	Mhon_007352
ko01100	Mhon_007352
ko04664	Mhon_007352
ko04726	Mhon_007352
ko04913	Mhon_007352
ko05145	Mhon_007352
ko00590	Mhon_007353
ko01100	Mhon_007353
ko04664	Mhon_007353
ko04726	Mhon_007353
ko04913	Mhon_007353
ko05145	Mhon_007353
ko00590	Mhon_007354
ko01100	Mhon_007354
ko04664	Mhon_007354
ko04726	Mhon_007354
ko04913	Mhon_007354
ko05145	Mhon_007354
ko00590	Mhon_007355
ko01100	Mhon_007355
ko04664	Mhon_007355
ko04726	Mhon_007355
ko04913	Mhon_007355
ko05145	Mhon_007355
ko04080	Mhon_007384
ko04912	Mhon_007384
ko04064	Mhon_007392
ko04660	Mhon_007392
ko04662	Mhon_007392
ko05152	Mhon_007392
ko05231	Mhon_007395
ko05231	Mhon_007396
ko05231	Mhon_007412
ko03008	Mhon_007422
ko03013	Mhon_007422
ko00380	Mhon_007423
ko01100	Mhon_007423
ko03008	Mhon_007424
ko03013	Mhon_007424
ko04141	Mhon_007427
ko04151	Mhon_007427
ko04217	Mhon_007427
ko04612	Mhon_007427
ko04621	Mhon_007427
ko04626	Mhon_007427
ko04657	Mhon_007427
ko04659	Mhon_007427
ko04914	Mhon_007427
ko04915	Mhon_007427
ko05200	Mhon_007427
ko05215	Mhon_007427
ko05418	Mhon_007427
ko00010	Mhon_007430
ko01100	Mhon_007430
ko01110	Mhon_007430
ko01130	Mhon_007430
ko01200	Mhon_007430
ko04146	Mhon_007431
ko03015	Mhon_007435
ko04071	Mhon_007435
ko04151	Mhon_007435
ko04152	Mhon_007435
ko04261	Mhon_007435
ko04728	Mhon_007435
ko05165	Mhon_007435
ko00480	Mhon_007436
ko00590	Mhon_007436
ko04918	Mhon_007436
ko05225	Mhon_007441
ko04115	Mhon_007445
ko04120	Mhon_007445
ko05162	Mhon_007445
ko03008	Mhon_007455
ko00601	Mhon_007465
ko01100	Mhon_007465
ko04320	Mhon_007465
ko03008	Mhon_007466
ko03013	Mhon_007466
ko04013	Mhon_007466
ko05164	Mhon_007466
ko05166	Mhon_007466
ko05169	Mhon_007466
ko00130	Mhon_007468
ko01100	Mhon_007468
ko01110	Mhon_007468
ko03008	Mhon_007470
ko03018	Mhon_007470
ko00051	Mhon_007473
ko04919	Mhon_007475
ko00900	Mhon_007493
ko01130	Mhon_007493
ko03050	Mhon_007523
ko05169	Mhon_007523
ko03050	Mhon_007530
ko05169	Mhon_007530
ko04216	Mhon_007532
ko00010	Mhon_007535
ko00620	Mhon_007535
ko00640	Mhon_007535
ko00680	Mhon_007535
ko00720	Mhon_007535
ko01100	Mhon_007535
ko01110	Mhon_007535
ko01120	Mhon_007535
ko01130	Mhon_007535
ko01200	Mhon_007535
ko00230	Mhon_007540
ko00250	Mhon_007540
ko01100	Mhon_007540
ko04024	Mhon_007543
ko04062	Mhon_007543
ko04064	Mhon_007543
ko04210	Mhon_007543
ko04380	Mhon_007543
ko04620	Mhon_007543
ko04621	Mhon_007543
ko04622	Mhon_007543
ko04623	Mhon_007543
ko04624	Mhon_007543
ko04657	Mhon_007543
ko04658	Mhon_007543
ko04659	Mhon_007543
ko04660	Mhon_007543
ko04662	Mhon_007543
ko04668	Mhon_007543
ko04722	Mhon_007543
ko04920	Mhon_007543
ko04926	Mhon_007543
ko04931	Mhon_007543
ko05120	Mhon_007543
ko05131	Mhon_007543
ko05134	Mhon_007543
ko05140	Mhon_007543
ko05142	Mhon_007543
ko05145	Mhon_007543
ko05160	Mhon_007543
ko05161	Mhon_007543
ko05162	Mhon_007543
ko05164	Mhon_007543
ko05166	Mhon_007543
ko05167	Mhon_007543
ko05168	Mhon_007543
ko05169	Mhon_007543
ko05200	Mhon_007543
ko05203	Mhon_007543
ko05215	Mhon_007543
ko05220	Mhon_007543
ko05222	Mhon_007543
ko04141	Mhon_007559
ko05110	Mhon_007559
ko00100	Mhon_007560
ko04142	Mhon_007560
ko04714	Mhon_007560
ko04979	Mhon_007560
ko00230	Mhon_007567
ko01100	Mhon_007567
ko01110	Mhon_007567
ko01130	Mhon_007567
ko03008	Mhon_007567
ko04068	Mhon_007569
ko04110	Mhon_007569
ko04114	Mhon_007569
ko04115	Mhon_007569
ko04218	Mhon_007569
ko04914	Mhon_007569
ko05166	Mhon_007569
ko03460	Mhon_007570
ko05200	Mhon_007570
ko05202	Mhon_007570
ko05210	Mhon_007570
ko05212	Mhon_007570
ko05213	Mhon_007570
ko05214	Mhon_007570
ko05216	Mhon_007570
ko05217	Mhon_007570
ko05218	Mhon_007570
ko05220	Mhon_007570
ko05222	Mhon_007570
ko05223	Mhon_007570
ko05224	Mhon_007570
ko05225	Mhon_007570
ko05226	Mhon_007570
ko04962	Mhon_007578
ko04976	Mhon_007578
ko04962	Mhon_007586
ko04976	Mhon_007586
ko04725	Mhon_007590
ko05231	Mhon_007590
ko04142	Mhon_007596
ko03008	Mhon_007602
ko04013	Mhon_007626
ko05200	Mhon_007626
ko05223	Mhon_007626
ko04714	Mhon_007635
ko04310	Mhon_007639
ko05168	Mhon_007640
ko04141	Mhon_007642
ko03015	Mhon_007648
ko04071	Mhon_007648
ko04113	Mhon_007648
ko04114	Mhon_007648
ko04151	Mhon_007648
ko04152	Mhon_007648
ko04261	Mhon_007648
ko04728	Mhon_007648
ko05165	Mhon_007648
ko00230	Mhon_007658
ko00240	Mhon_007658
ko00983	Mhon_007658
ko01100	Mhon_007658
ko01110	Mhon_007658
ko01130	Mhon_007658
ko04016	Mhon_007658
ko00970	Mhon_007667
ko00562	Mhon_007670
ko01100	Mhon_007670
ko04015	Mhon_007670
ko04020	Mhon_007670
ko04022	Mhon_007670
ko04062	Mhon_007670
ko04070	Mhon_007670
ko04071	Mhon_007670
ko04072	Mhon_007670
ko04261	Mhon_007670
ko04270	Mhon_007670
ko04310	Mhon_007670
ko04371	Mhon_007670
ko04540	Mhon_007670
ko04611	Mhon_007670
ko04621	Mhon_007670
ko04713	Mhon_007670
ko04720	Mhon_007670
ko04723	Mhon_007670
ko04724	Mhon_007670
ko04725	Mhon_007670
ko04726	Mhon_007670
ko04728	Mhon_007670
ko04730	Mhon_007670
ko04745	Mhon_007670
ko04750	Mhon_007670
ko04911	Mhon_007670
ko04912	Mhon_007670
ko04915	Mhon_007670
ko04916	Mhon_007670
ko04918	Mhon_007670
ko04919	Mhon_007670
ko04921	Mhon_007670
ko04922	Mhon_007670
ko04924	Mhon_007670
ko04925	Mhon_007670
ko04926	Mhon_007670
ko04927	Mhon_007670
ko04933	Mhon_007670
ko04934	Mhon_007670
ko04961	Mhon_007670
ko04970	Mhon_007670
ko04971	Mhon_007670
ko04972	Mhon_007670
ko05010	Mhon_007670
ko05016	Mhon_007670
ko05142	Mhon_007670
ko05143	Mhon_007670
ko05146	Mhon_007670
ko05200	Mhon_007670
ko03013	Mhon_007675
ko03015	Mhon_007675
ko03040	Mhon_007675
ko03013	Mhon_007681
ko03015	Mhon_007681
ko03040	Mhon_007681
ko03030	Mhon_007696
ko04068	Mhon_007713
ko04152	Mhon_007713
ko04211	Mhon_007713
ko04213	Mhon_007713
ko04371	Mhon_007713
ko04530	Mhon_007713
ko04710	Mhon_007713
ko04714	Mhon_007713
ko04910	Mhon_007713
ko04920	Mhon_007713
ko04921	Mhon_007713
ko04922	Mhon_007713
ko04931	Mhon_007713
ko04932	Mhon_007713
ko05410	Mhon_007713
ko04140	Mhon_007714
ko05167	Mhon_007714
ko04138	Mhon_007726
ko04320	Mhon_007728
ko04390	Mhon_007728
ko05132	Mhon_007730
ko03013	Mhon_007731
ko04214	Mhon_007731
ko04138	Mhon_007736
ko04530	Mhon_007736
ko00514	Mhon_007767
ko00515	Mhon_007767
ko01100	Mhon_007767
ko00350	Mhon_007769
ko00643	Mhon_007769
ko01100	Mhon_007769
ko01120	Mhon_007769
ko00564	Mhon_007770
ko00230	Mhon_007772
ko00240	Mhon_007772
ko03008	Mhon_007775
ko00230	Mhon_007777
ko00232	Mhon_007777
ko00983	Mhon_007777
ko01100	Mhon_007777
ko01110	Mhon_007777
ko01120	Mhon_007777
ko04146	Mhon_007777
ko04010	Mhon_007781
ko04020	Mhon_007781
ko04022	Mhon_007781
ko04114	Mhon_007781
ko04218	Mhon_007781
ko04310	Mhon_007781
ko04360	Mhon_007781
ko04370	Mhon_007781
ko04380	Mhon_007781
ko04650	Mhon_007781
ko04658	Mhon_007781
ko04659	Mhon_007781
ko04660	Mhon_007781
ko04662	Mhon_007781
ko04720	Mhon_007781
ko04724	Mhon_007781
ko04921	Mhon_007781
ko04922	Mhon_007781
ko04924	Mhon_007781
ko05010	Mhon_007781
ko05014	Mhon_007781
ko05031	Mhon_007781
ko05152	Mhon_007781
ko05166	Mhon_007781
ko05167	Mhon_007781
ko05134	Mhon_007806
ko05134	Mhon_007808
ko03008	Mhon_007809
ko05134	Mhon_007810
ko03008	Mhon_007811
ko03410	Mhon_007813
ko04210	Mhon_007813
ko04212	Mhon_007813
ko04214	Mhon_007813
ko04217	Mhon_007813
ko05202	Mhon_007826
ko04146	Mhon_007830
ko00511	Mhon_007835
ko00600	Mhon_007835
ko01100	Mhon_007835
ko04142	Mhon_007835
